commodity,z,P
CRESS,0.540972939202923,0.27014218009478674
CRESS,0.6480845658890194,0.26540284360189575
CRESS,0.7551961925751159,0.26066350710900477
CRESS,0.7551961925751159,0.2559241706161137
CRESS,0.7551961925751159,0.25118483412322273
CRESS,0.7551961925751159,0.24644549763033174
CRESS,0.9694194459473088,0.24170616113744076
CRESS,0.9694194459473088,0.23696682464454977
CRESS,0.9694194459473088,0.23222748815165878
CRESS,0.9694194459473088,0.22748815165876776
CRESS,0.9694194459473088,0.22274881516587677
CRESS,0.9694194459473088,0.21800947867298578
CRESS,0.9694194459473088,0.2132701421800948
CRESS,0.9694194459473088,0.20853080568720378
CRESS,0.9694194459473088,0.2037914691943128
CRESS,0.9694194459473088,0.1990521327014218
CRESS,0.9694194459473088,0.1943127962085308
CRESS,0.9694194459473088,0.1895734597156398
CRESS,0.9694194459473088,0.1848341232227488
CRESS,0.9694194459473088,0.18009478672985782
CRESS,0.9694194459473088,0.17535545023696683
CRESS,0.9694194459473088,0.17061611374407584
CRESS,0.9694194459473088,0.16587677725118483
CRESS,0.9694194459473088,0.16113744075829384
CRESS,0.9694194459473088,0.15639810426540285
CRESS,1.1836426993195017,0.15165876777251186
CRESS,1.1836426993195017,0.14691943127962084
CRESS,1.1836426993195017,0.14218009478672985
CRESS,1.2371985126625498,0.13744075829383887
CRESS,1.255050450443566,0.13270142180094788
CRESS,1.255050450443566,0.12796208530805686
CRESS,1.255050450443566,0.12322274881516587
CRESS,1.290754326005598,0.11848341232227488
CRESS,1.290754326005598,0.11374407582938388
CRESS,1.3978659526916946,0.10900473933649289
CRESS,1.3978659526916946,0.10426540284360189
CRESS,1.3978659526916946,0.0995260663507109
CRESS,1.3978659526916946,0.0947867298578199
CRESS,1.3978659526916946,0.09004739336492891
CRESS,1.5049775793777909,0.08530805687203792
CRESS,1.6120892060638874,0.08056872037914692
CRESS,1.6120892060638874,0.07582938388625593
CRESS,1.6120892060638874,0.07109004739336493
CRESS,1.6120892060638874,0.06635071090047394
CRESS,1.8263124594360802,0.061611374407582936
CRESS,1.8263124594360802,0.05687203791469194
CRESS,1.8263124594360802,0.052132701421800945
CRESS,1.8263124594360802,0.04739336492890995
CRESS,1.8263124594360802,0.04265402843601896
CRESS,1.8263124594360802,0.037914691943127965
CRESS,2.040535712808273,0.03317535545023697
CRESS,2.040535712808273,0.02843601895734597
CRESS,2.254758966180466,0.023696682464454975
CRESS,2.254758966180466,0.018957345971563982
CRESS,2.254758966180466,0.014218009478672985
CRESS,2.6832054729248522,0.009478672985781991
CRESS,2.6832054729248522,0.004739336492890996
SESAME,-1.3445283000991648,1.0
SESAME,-1.2218895235747085,0.9963636363636363
SESAME,-1.2218895235747085,0.9927272727272727
SESAME,-1.2218895235747085,0.9890909090909091
SESAME,-1.1912298294435946,0.9854545454545455
SESAME,-1.1912298294435946,0.9818181818181818
SESAME,-1.1810099313998899,0.9781818181818182
SESAME,-1.140130339225071,0.9745454545454545
SESAME,-1.140130339225071,0.9709090909090909
SESAME,-1.140130339225071,0.9672727272727273
SESAME,-1.140130339225071,0.9636363636363636
SESAME,-1.140130339225071,0.96
SESAME,-1.140130339225071,0.9563636363636364
SESAME,-1.140130339225071,0.9527272727272728
SESAME,-1.140130339225071,0.9490909090909091
SESAME,-1.140130339225071,0.9454545454545454
SESAME,-1.140130339225071,0.9418181818181818
SESAME,-1.1196905431376616,0.9381818181818182
SESAME,-1.0992507470502522,0.9345454545454546
SESAME,-1.0685910529191383,0.9309090909090909
SESAME,-1.0583711548754335,0.9272727272727272
SESAME,-1.0583711548754335,0.9236363636363636
SESAME,-1.0379313587880241,0.92
SESAME,-1.0174915627006147,0.9163636363636364
SESAME,-1.0174915627006147,0.9127272727272727
SESAME,-1.0174915627006147,0.9090909090909091
SESAME,-1.0174915627006147,0.9054545454545454
SESAME,-1.0174915627006147,0.9018181818181819
SESAME,-1.0174915627006147,0.8981818181818182
SESAME,-1.0174915627006147,0.8945454545454545
SESAME,-0.9970517666132054,0.8909090909090909
SESAME,-0.9868318685695007,0.8872727272727273
SESAME,-0.9868318685695007,0.8836363636363637
SESAME,-0.976611970525796,0.88
SESAME,-0.976611970525796,0.8763636363636363
SESAME,-0.976611970525796,0.8727272727272727
SESAME,-0.976611970525796,0.8690909090909091
SESAME,-0.976611970525796,0.8654545454545455
SESAME,-0.976611970525796,0.8618181818181818
SESAME,-0.976611970525796,0.8581818181818182
SESAME,-0.976611970525796,0.8545454545454545
SESAME,-0.976611970525796,0.850909090909091
SESAME,-0.976611970525796,0.8472727272727273
SESAME,-0.9663920724820912,0.8436363636363636
SESAME,-0.9663920724820912,0.84
SESAME,-0.9663920724820912,0.8363636363636363
SESAME,-0.9357323783509772,0.8327272727272728
SESAME,-0.9357323783509772,0.8290909090909091
SESAME,-0.8948527861761584,0.8254545454545454
SESAME,-0.8948527861761584,0.8218181818181818
SESAME,-0.8948527861761584,0.8181818181818182
SESAME,-0.8948527861761584,0.8145454545454546
SESAME,-0.8948527861761584,0.8109090909090909
SESAME,-0.8948527861761584,0.8072727272727273
SESAME,-0.8948527861761584,0.8036363636363636
SESAME,-0.8948527861761584,0.8
SESAME,-0.8948527861761584,0.7963636363636364
SESAME,-0.8948527861761584,0.7927272727272727
SESAME,-0.8948527861761584,0.7890909090909091
SESAME,-0.8948527861761584,0.7854545454545454
SESAME,-0.8948527861761584,0.7818181818181819
SESAME,-0.8948527861761584,0.7781818181818182
SESAME,-0.8948527861761584,0.7745454545454545
SESAME,-0.8539731940013396,0.7709090909090909
SESAME,-0.8539731940013396,0.7672727272727272
SESAME,-0.8539731940013396,0.7636363636363637
SESAME,-0.8539731940013396,0.76
SESAME,-0.8130936018265209,0.7563636363636363
SESAME,-0.8130936018265209,0.7527272727272727
SESAME,-0.8130936018265209,0.7490909090909091
SESAME,-0.8130936018265209,0.7454545454545455
SESAME,-0.8130936018265209,0.7418181818181818
SESAME,-0.8130936018265209,0.7381818181818182
SESAME,-0.8130936018265209,0.7345454545454545
SESAME,-0.8130936018265209,0.730909090909091
SESAME,-0.8130936018265209,0.7272727272727273
SESAME,-0.8130936018265209,0.7236363636363636
SESAME,-0.8130936018265209,0.72
SESAME,-0.8130936018265209,0.7163636363636363
SESAME,-0.7722140096517021,0.7127272727272728
SESAME,-0.7722140096517021,0.7090909090909091
SESAME,-0.7722140096517021,0.7054545454545454
SESAME,-0.7722140096517021,0.7018181818181818
SESAME,-0.7517742135642927,0.6981818181818182
SESAME,-0.7313344174768833,0.6945454545454546
SESAME,-0.7313344174768833,0.6909090909090909
SESAME,-0.7313344174768833,0.6872727272727273
SESAME,-0.710894621389474,0.6836363636363636
SESAME,-0.710894621389474,0.68
SESAME,-0.710894621389474,0.6763636363636364
SESAME,-0.710894621389474,0.6727272727272727
SESAME,-0.7010835192675176,0.6690909090909091
SESAME,-0.6495752331272459,0.6654545454545454
SESAME,-0.6495752331272459,0.6618181818181819
SESAME,-0.6495752331272459,0.6581818181818182
SESAME,-0.6495752331272459,0.6545454545454545
SESAME,-0.6495752331272459,0.6509090909090909
SESAME,-0.6495752331272459,0.6472727272727272
SESAME,-0.6495752331272459,0.6436363636363637
SESAME,-0.6495752331272459,0.64
SESAME,-0.6495752331272459,0.6363636363636364
SESAME,-0.6495752331272459,0.6327272727272727
SESAME,-0.608695640952427,0.6290909090909091
SESAME,-0.5882558448650177,0.6254545454545455
SESAME,-0.5882558448650177,0.6218181818181818
SESAME,-0.5678160487776083,0.6181818181818182
SESAME,-0.5473762526901989,0.6145454545454545
SESAME,-0.5269364566027895,0.610909090909091
SESAME,-0.5269364566027895,0.6072727272727273
SESAME,-0.48605686442797075,0.6036363636363636
SESAME,-0.48605686442797075,0.6
SESAME,-0.40429768007833317,0.5963636363636363
SESAME,-0.40429768007833317,0.5927272727272728
SESAME,-0.40429768007833317,0.5890909090909091
SESAME,-0.40429768007833317,0.5854545454545454
SESAME,-0.40429768007833317,0.5818181818181818
SESAME,-0.40429768007833317,0.5781818181818181
SESAME,-0.40429768007833317,0.5745454545454546
SESAME,-0.40429768007833317,0.5709090909090909
SESAME,-0.40429768007833317,0.5672727272727273
SESAME,-0.40429768007833317,0.5636363636363636
SESAME,-0.40429768007833317,0.56
SESAME,-0.40429768007833317,0.5563636363636364
SESAME,-0.34297829181610506,0.5527272727272727
SESAME,-0.32253849572869564,0.5490909090909091
SESAME,-0.32253849572869564,0.5454545454545454
SESAME,-0.32253849572869564,0.5418181818181819
SESAME,-0.3020986996412863,0.5381818181818182
SESAME,-0.3020986996412863,0.5345454545454545
SESAME,-0.2816589035538769,0.5309090909090909
SESAME,-0.2816589035538769,0.5272727272727272
SESAME,-0.2816589035538769,0.5236363636363637
SESAME,-0.2816589035538769,0.52
SESAME,-0.2816589035538769,0.5163636363636364
SESAME,-0.2816589035538769,0.5127272727272727
SESAME,-0.24077931137905811,0.509090909090909
SESAME,-0.24077931137905811,0.5054545454545455
SESAME,-0.1590201270294206,0.5018181818181818
SESAME,-0.1590201270294206,0.49818181818181817
SESAME,-0.1590201270294206,0.49454545454545457
SESAME,-0.1590201270294206,0.4909090909090909
SESAME,-0.1590201270294206,0.48727272727272725
SESAME,-0.1590201270294206,0.48363636363636364
SESAME,-0.1590201270294206,0.48
SESAME,-0.1590201270294206,0.4763636363636364
SESAME,-0.1590201270294206,0.4727272727272727
SESAME,-0.1590201270294206,0.4690909090909091
SESAME,-0.1590201270294206,0.46545454545454545
SESAME,-0.1590201270294206,0.4618181818181818
SESAME,-0.1590201270294206,0.4581818181818182
SESAME,-0.07726094267978303,0.45454545454545453
SESAME,0.0044982416698544974,0.4509090909090909
SESAME,0.0044982416698544974,0.44727272727272727
SESAME,0.0044982416698544974,0.44363636363636366
SESAME,0.0044982416698544974,0.44
SESAME,0.08625742601949203,0.43636363636363634
SESAME,0.08625742601949203,0.43272727272727274
SESAME,0.08625742601949203,0.4290909090909091
SESAME,0.08625742601949203,0.4254545454545455
SESAME,0.08625742601949203,0.4218181818181818
SESAME,0.08625742601949203,0.41818181818181815
SESAME,0.08625742601949203,0.41454545454545455
SESAME,0.08625742601949203,0.4109090909090909
SESAME,0.08625742601949203,0.4072727272727273
SESAME,0.08625742601949203,0.4036363636363636
SESAME,0.08625742601949203,0.4
SESAME,0.08625742601949203,0.39636363636363636
SESAME,0.08625742601949203,0.3927272727272727
SESAME,0.10669722210690143,0.3890909090909091
SESAME,0.1271370181943108,0.38545454545454544
SESAME,0.20889620254394833,0.38181818181818183
SESAME,0.20889620254394833,0.3781818181818182
SESAME,0.20889620254394833,0.37454545454545457
SESAME,0.20889620254394833,0.3709090909090909
SESAME,0.20889620254394833,0.36727272727272725
SESAME,0.20889620254394833,0.36363636363636365
SESAME,0.3315349790684046,0.36
SESAME,0.3315349790684046,0.3563636363636364
SESAME,0.3315349790684046,0.3527272727272727
SESAME,0.3315349790684046,0.3490909090909091
SESAME,0.3315349790684046,0.34545454545454546
SESAME,0.3315349790684046,0.3418181818181818
SESAME,0.3315349790684046,0.3381818181818182
SESAME,0.3315349790684046,0.33454545454545453
SESAME,0.3315349790684046,0.33090909090909093
SESAME,0.3315349790684046,0.32727272727272727
SESAME,0.3315349790684046,0.3236363636363636
SESAME,0.3315349790684046,0.32
SESAME,0.3315349790684046,0.31636363636363635
SESAME,0.3315349790684046,0.31272727272727274
SESAME,0.3315349790684046,0.3090909090909091
SESAME,0.3315349790684046,0.3054545454545455
SESAME,0.3315349790684046,0.3018181818181818
SESAME,0.3315349790684046,0.29818181818181816
SESAME,0.3315349790684046,0.29454545454545455
SESAME,0.3315349790684046,0.2909090909090909
SESAME,0.3315349790684046,0.2872727272727273
SESAME,0.4132941634180422,0.28363636363636363
SESAME,0.4132941634180422,0.28
SESAME,0.4132941634180422,0.27636363636363637
SESAME,0.4132941634180422,0.2727272727272727
SESAME,0.49505334776767973,0.2690909090909091
SESAME,0.49505334776767973,0.26545454545454544
SESAME,0.49505334776767973,0.26181818181818184
SESAME,0.49505334776767973,0.2581818181818182
SESAME,0.5768125321173173,0.2545454545454545
SESAME,0.5768125321173173,0.2509090909090909
SESAME,0.5768125321173173,0.24727272727272728
SESAME,0.5768125321173173,0.24363636363636362
SESAME,0.5768125321173173,0.24
SESAME,0.5768125321173173,0.23636363636363636
SESAME,0.5768125321173173,0.23272727272727273
SESAME,0.8220900851662298,0.2290909090909091
SESAME,0.8220900851662298,0.22545454545454546
SESAME,0.8220900851662298,0.22181818181818183
SESAME,0.8220900851662298,0.21818181818181817
SESAME,0.8220900851662298,0.21454545454545454
SESAME,0.8220900851662298,0.2109090909090909
SESAME,0.8220900851662298,0.20727272727272728
SESAME,0.8220900851662298,0.20363636363636364
SESAME,0.8220900851662298,0.2
SESAME,0.8220900851662298,0.19636363636363635
SESAME,0.8220900851662298,0.19272727272727272
SESAME,0.8220900851662298,0.1890909090909091
SESAME,0.8220900851662298,0.18545454545454546
SESAME,0.8220900851662298,0.18181818181818182
SESAME,0.8220900851662298,0.1781818181818182
SESAME,0.8220900851662298,0.17454545454545456
SESAME,0.985608453865505,0.1709090909090909
SESAME,1.0673676382151425,0.16727272727272727
SESAME,1.0673676382151425,0.16363636363636364
SESAME,1.0673676382151425,0.16
SESAME,1.0673676382151425,0.15636363636363637
SESAME,1.0673676382151425,0.15272727272727274
SESAME,1.0673676382151425,0.14909090909090908
SESAME,1.312645191264055,0.14545454545454545
SESAME,1.312645191264055,0.14181818181818182
SESAME,1.312645191264055,0.13818181818181818
SESAME,1.312645191264055,0.13454545454545455
SESAME,1.312645191264055,0.13090909090909092
SESAME,1.312645191264055,0.12727272727272726
SESAME,1.312645191264055,0.12363636363636364
SESAME,1.312645191264055,0.12
SESAME,1.312645191264055,0.11636363636363636
SESAME,1.312645191264055,0.11272727272727273
SESAME,1.312645191264055,0.10909090909090909
SESAME,1.312645191264055,0.10545454545454545
SESAME,1.312645191264055,0.10181818181818182
SESAME,1.312645191264055,0.09818181818181818
SESAME,1.312645191264055,0.09454545454545454
SESAME,1.312645191264055,0.09090909090909091
SESAME,1.312645191264055,0.08727272727272728
SESAME,1.5579227443129677,0.08363636363636363
SESAME,1.5579227443129677,0.08
SESAME,1.5579227443129677,0.07636363636363637
SESAME,1.5579227443129677,0.07272727272727272
SESAME,1.5579227443129677,0.06909090909090909
SESAME,1.680561520837424,0.06545454545454546
SESAME,1.8032002973618804,0.06181818181818182
SESAME,1.8032002973618804,0.05818181818181818
SESAME,1.8032002973618804,0.05454545454545454
SESAME,1.8032002973618804,0.05090909090909091
SESAME,1.8032002973618804,0.04727272727272727
SESAME,1.8032002973618804,0.04363636363636364
SESAME,1.8032002973618804,0.04
SESAME,1.8032002973618804,0.03636363636363636
SESAME,1.8032002973618804,0.03272727272727273
SESAME,1.8032002973618804,0.02909090909090909
SESAME,1.9667186660611553,0.025454545454545455
SESAME,2.048477850410793,0.02181818181818182
SESAME,2.048477850410793,0.01818181818181818
SESAME,3.7654207217531814,0.014545454545454545
SESAME,3.7654207217531814,0.01090909090909091
SESAME,4.255975827851007,0.007272727272727273
SESAME,4.255975827851007,0.0036363636363636364
WOOL 0.5 kg p. Shekel,-1.5742884093629306,1.0
WOOL 0.5 kg p. Shekel,-1.454852390543972,0.9948453608247423
WOOL 0.5 kg p. Shekel,-1.454852390543972,0.9896907216494846
WOOL 0.5 kg p. Shekel,-1.454852390543972,0.9845360824742269
WOOL 0.5 kg p. Shekel,-1.454852390543972,0.979381443298969
WOOL 0.5 kg p. Shekel,-1.454852390543972,0.9742268041237113
WOOL 0.5 kg p. Shekel,-1.454852390543972,0.9690721649484536
WOOL 0.5 kg p. Shekel,-1.454852390543972,0.9639175257731959
WOOL 0.5 kg p. Shekel,-1.454852390543972,0.9587628865979382
WOOL 0.5 kg p. Shekel,-1.454852390543972,0.9536082474226805
WOOL 0.5 kg p. Shekel,-1.454852390543972,0.9484536082474226
WOOL 0.5 kg p. Shekel,-1.454852390543972,0.9432989690721649
WOOL 0.5 kg p. Shekel,-1.454852390543972,0.9381443298969072
WOOL 0.5 kg p. Shekel,-1.454852390543972,0.9329896907216495
WOOL 0.5 kg p. Shekel,-1.3986472052174033,0.9278350515463918
WOOL 0.5 kg p. Shekel,-1.2230060010718762,0.9226804123711341
WOOL 0.5 kg p. Shekel,-1.2230060010718762,0.9175257731958762
WOOL 0.5 kg p. Shekel,-1.2230060010718762,0.9123711340206185
WOOL 0.5 kg p. Shekel,-1.2230060010718762,0.9072164948453608
WOOL 0.5 kg p. Shekel,-1.2230060010718762,0.9020618556701031
WOOL 0.5 kg p. Shekel,-1.2230060010718762,0.8969072164948454
WOOL 0.5 kg p. Shekel,-1.2230060010718762,0.8917525773195877
WOOL 0.5 kg p. Shekel,-1.2230060010718762,0.8865979381443299
WOOL 0.5 kg p. Shekel,-1.2230060010718762,0.8814432989690721
WOOL 0.5 kg p. Shekel,-1.2230060010718762,0.8762886597938144
WOOL 0.5 kg p. Shekel,-1.2230060010718762,0.8711340206185567
WOOL 0.5 kg p. Shekel,-1.2230060010718762,0.865979381443299
WOOL 0.5 kg p. Shekel,-1.2230060010718762,0.8608247422680413
WOOL 0.5 kg p. Shekel,-1.2230060010718762,0.8556701030927835
WOOL 0.5 kg p. Shekel,-1.2230060010718762,0.8505154639175257
WOOL 0.5 kg p. Shekel,-1.2230060010718762,0.845360824742268
WOOL 0.5 kg p. Shekel,-1.2230060010718762,0.8402061855670103
WOOL 0.5 kg p. Shekel,-1.2230060010718762,0.8350515463917526
WOOL 0.5 kg p. Shekel,-1.2230060010718762,0.8298969072164949
WOOL 0.5 kg p. Shekel,-1.2230060010718762,0.8247422680412371
WOOL 0.5 kg p. Shekel,-1.2230060010718762,0.8195876288659794
WOOL 0.5 kg p. Shekel,-1.0473647969263489,0.8144329896907216
WOOL 0.5 kg p. Shekel,-0.8717235927808218,0.8092783505154639
WOOL 0.5 kg p. Shekel,-0.8717235927808218,0.8041237113402062
WOOL 0.5 kg p. Shekel,-0.8717235927808218,0.7989690721649485
WOOL 0.5 kg p. Shekel,-0.8717235927808218,0.7938144329896907
WOOL 0.5 kg p. Shekel,-0.8717235927808218,0.788659793814433
WOOL 0.5 kg p. Shekel,-0.8717235927808218,0.7835051546391752
WOOL 0.5 kg p. Shekel,-0.8717235927808218,0.7783505154639175
WOOL 0.5 kg p. Shekel,-0.8717235927808218,0.7731958762886598
WOOL 0.5 kg p. Shekel,-0.8717235927808218,0.7680412371134021
WOOL 0.5 kg p. Shekel,-0.8717235927808218,0.7628865979381443
WOOL 0.5 kg p. Shekel,-0.8717235927808218,0.7577319587628866
WOOL 0.5 kg p. Shekel,-0.8717235927808218,0.7525773195876289
WOOL 0.5 kg p. Shekel,-0.8717235927808218,0.7474226804123711
WOOL 0.5 kg p. Shekel,-0.7522875739618633,0.7422680412371134
WOOL 0.5 kg p. Shekel,-0.6960823886352946,0.7371134020618557
WOOL 0.5 kg p. Shekel,-0.6960823886352946,0.7319587628865979
WOOL 0.5 kg p. Shekel,-0.6960823886352946,0.7268041237113402
WOOL 0.5 kg p. Shekel,-0.6960823886352946,0.7216494845360825
WOOL 0.5 kg p. Shekel,-0.5204411844897674,0.7164948453608248
WOOL 0.5 kg p. Shekel,-0.5204411844897674,0.711340206185567
WOOL 0.5 kg p. Shekel,-0.5204411844897674,0.7061855670103093
WOOL 0.5 kg p. Shekel,-0.5204411844897674,0.7010309278350515
WOOL 0.5 kg p. Shekel,-0.5204411844897674,0.6958762886597938
WOOL 0.5 kg p. Shekel,-0.5204411844897674,0.6907216494845361
WOOL 0.5 kg p. Shekel,-0.5204411844897674,0.6855670103092784
WOOL 0.5 kg p. Shekel,-0.5204411844897674,0.6804123711340206
WOOL 0.5 kg p. Shekel,-0.5204411844897674,0.6752577319587629
WOOL 0.5 kg p. Shekel,-0.5204411844897674,0.6701030927835051
WOOL 0.5 kg p. Shekel,-0.5204411844897674,0.6649484536082474
WOOL 0.5 kg p. Shekel,-0.5204411844897674,0.6597938144329897
WOOL 0.5 kg p. Shekel,-0.5204411844897674,0.654639175257732
WOOL 0.5 kg p. Shekel,-0.5204411844897674,0.6494845360824743
WOOL 0.5 kg p. Shekel,-0.5204411844897674,0.6443298969072165
WOOL 0.5 kg p. Shekel,-0.5204411844897674,0.6391752577319587
WOOL 0.5 kg p. Shekel,-0.5204411844897674,0.634020618556701
WOOL 0.5 kg p. Shekel,-0.5204411844897674,0.6288659793814433
WOOL 0.5 kg p. Shekel,-0.5204411844897674,0.6237113402061856
WOOL 0.5 kg p. Shekel,-0.5204411844897674,0.6185567010309279
WOOL 0.5 kg p. Shekel,-0.5204411844897674,0.6134020618556701
WOOL 0.5 kg p. Shekel,-0.5204411844897674,0.6082474226804123
WOOL 0.5 kg p. Shekel,-0.5204411844897674,0.6030927835051546
WOOL 0.5 kg p. Shekel,-0.5204411844897674,0.5979381443298969
WOOL 0.5 kg p. Shekel,-0.5204411844897674,0.5927835051546392
WOOL 0.5 kg p. Shekel,-0.5204411844897674,0.5876288659793815
WOOL 0.5 kg p. Shekel,-0.3447999803442402,0.5824742268041238
WOOL 0.5 kg p. Shekel,-0.3447999803442402,0.5773195876288659
WOOL 0.5 kg p. Shekel,-0.2885947950176715,0.5721649484536082
WOOL 0.5 kg p. Shekel,-0.16915877619871303,0.5670103092783505
WOOL 0.5 kg p. Shekel,-0.16915877619871303,0.5618556701030928
WOOL 0.5 kg p. Shekel,-0.16915877619871303,0.5567010309278351
WOOL 0.5 kg p. Shekel,-0.16915877619871303,0.5515463917525774
WOOL 0.5 kg p. Shekel,-0.16915877619871303,0.5463917525773195
WOOL 0.5 kg p. Shekel,-0.16915877619871303,0.5412371134020618
WOOL 0.5 kg p. Shekel,-0.16915877619871303,0.5360824742268041
WOOL 0.5 kg p. Shekel,-0.16915877619871303,0.5309278350515464
WOOL 0.5 kg p. Shekel,-0.16915877619871303,0.5257731958762887
WOOL 0.5 kg p. Shekel,-0.16915877619871303,0.520618556701031
WOOL 0.5 kg p. Shekel,-0.16915877619871303,0.5154639175257731
WOOL 0.5 kg p. Shekel,-0.16915877619871303,0.5103092783505154
WOOL 0.5 kg p. Shekel,-0.16915877619871303,0.5051546391752577
WOOL 0.5 kg p. Shekel,-0.16915877619871303,0.5
WOOL 0.5 kg p. Shekel,-0.16915877619871303,0.4948453608247423
WOOL 0.5 kg p. Shekel,-0.16915877619871303,0.4896907216494845
WOOL 0.5 kg p. Shekel,-0.16915877619871303,0.4845360824742268
WOOL 0.5 kg p. Shekel,-0.16915877619871303,0.4793814432989691
WOOL 0.5 kg p. Shekel,-0.16915877619871303,0.4742268041237113
WOOL 0.5 kg p. Shekel,0.18212363209234134,0.4690721649484536
WOOL 0.5 kg p. Shekel,0.18212363209234134,0.4639175257731959
WOOL 0.5 kg p. Shekel,0.18212363209234134,0.4587628865979381
WOOL 0.5 kg p. Shekel,0.18212363209234134,0.4536082474226804
WOOL 0.5 kg p. Shekel,0.18212363209234134,0.4484536082474227
WOOL 0.5 kg p. Shekel,0.18212363209234134,0.44329896907216493
WOOL 0.5 kg p. Shekel,0.18212363209234134,0.4381443298969072
WOOL 0.5 kg p. Shekel,0.18212363209234134,0.4329896907216495
WOOL 0.5 kg p. Shekel,0.18212363209234134,0.42783505154639173
WOOL 0.5 kg p. Shekel,0.18212363209234134,0.422680412371134
WOOL 0.5 kg p. Shekel,0.18212363209234134,0.4175257731958763
WOOL 0.5 kg p. Shekel,0.18212363209234134,0.41237113402061853
WOOL 0.5 kg p. Shekel,0.18212363209234134,0.4072164948453608
WOOL 0.5 kg p. Shekel,0.18212363209234134,0.4020618556701031
WOOL 0.5 kg p. Shekel,0.18212363209234134,0.39690721649484534
WOOL 0.5 kg p. Shekel,0.18212363209234134,0.3917525773195876
WOOL 0.5 kg p. Shekel,0.18212363209234134,0.3865979381443299
WOOL 0.5 kg p. Shekel,0.18212363209234134,0.38144329896907214
WOOL 0.5 kg p. Shekel,0.18212363209234134,0.37628865979381443
WOOL 0.5 kg p. Shekel,0.18212363209234134,0.3711340206185567
WOOL 0.5 kg p. Shekel,0.18212363209234134,0.36597938144329895
WOOL 0.5 kg p. Shekel,0.18212363209234134,0.36082474226804123
WOOL 0.5 kg p. Shekel,0.5334060403833957,0.3556701030927835
WOOL 0.5 kg p. Shekel,0.5334060403833957,0.35051546391752575
WOOL 0.5 kg p. Shekel,0.5334060403833957,0.34536082474226804
WOOL 0.5 kg p. Shekel,0.5334060403833957,0.3402061855670103
WOOL 0.5 kg p. Shekel,0.5334060403833957,0.33505154639175255
WOOL 0.5 kg p. Shekel,0.5334060403833957,0.32989690721649484
WOOL 0.5 kg p. Shekel,0.5334060403833957,0.3247422680412371
WOOL 0.5 kg p. Shekel,0.5334060403833957,0.31958762886597936
WOOL 0.5 kg p. Shekel,0.5334060403833957,0.31443298969072164
WOOL 0.5 kg p. Shekel,0.5334060403833957,0.30927835051546393
WOOL 0.5 kg p. Shekel,0.5334060403833957,0.30412371134020616
WOOL 0.5 kg p. Shekel,0.5334060403833957,0.29896907216494845
WOOL 0.5 kg p. Shekel,0.5334060403833957,0.29381443298969073
WOOL 0.5 kg p. Shekel,0.5334060403833957,0.28865979381443296
WOOL 0.5 kg p. Shekel,0.8846884486744501,0.28350515463917525
WOOL 0.5 kg p. Shekel,0.8846884486744501,0.27835051546391754
WOOL 0.5 kg p. Shekel,0.8846884486744501,0.27319587628865977
WOOL 0.5 kg p. Shekel,0.8846884486744501,0.26804123711340205
WOOL 0.5 kg p. Shekel,0.8846884486744501,0.26288659793814434
WOOL 0.5 kg p. Shekel,0.8846884486744501,0.25773195876288657
WOOL 0.5 kg p. Shekel,0.8846884486744501,0.25257731958762886
WOOL 0.5 kg p. Shekel,0.8846884486744501,0.24742268041237114
WOOL 0.5 kg p. Shekel,0.8846884486744501,0.2422680412371134
WOOL 0.5 kg p. Shekel,0.8846884486744501,0.23711340206185566
WOOL 0.5 kg p. Shekel,0.8846884486744501,0.23195876288659795
WOOL 0.5 kg p. Shekel,0.8846884486744501,0.2268041237113402
WOOL 0.5 kg p. Shekel,0.8846884486744501,0.22164948453608246
WOOL 0.5 kg p. Shekel,0.8846884486744501,0.21649484536082475
WOOL 0.5 kg p. Shekel,0.8846884486744501,0.211340206185567
WOOL 0.5 kg p. Shekel,0.8846884486744501,0.20618556701030927
WOOL 0.5 kg p. Shekel,0.8846884486744501,0.20103092783505155
WOOL 0.5 kg p. Shekel,0.8846884486744501,0.1958762886597938
WOOL 0.5 kg p. Shekel,0.8846884486744501,0.19072164948453607
WOOL 0.5 kg p. Shekel,0.8846884486744501,0.18556701030927836
WOOL 0.5 kg p. Shekel,0.8846884486744501,0.18041237113402062
WOOL 0.5 kg p. Shekel,0.8846884486744501,0.17525773195876287
WOOL 0.5 kg p. Shekel,0.8846884486744501,0.17010309278350516
WOOL 0.5 kg p. Shekel,0.8846884486744501,0.16494845360824742
WOOL 0.5 kg p. Shekel,0.8846884486744501,0.15979381443298968
WOOL 0.5 kg p. Shekel,0.8846884486744501,0.15463917525773196
WOOL 0.5 kg p. Shekel,0.8846884486744501,0.14948453608247422
WOOL 0.5 kg p. Shekel,0.8846884486744501,0.14432989690721648
WOOL 0.5 kg p. Shekel,0.8846884486744501,0.13917525773195877
WOOL 0.5 kg p. Shekel,1.2359708569655046,0.13402061855670103
WOOL 0.5 kg p. Shekel,1.2359708569655046,0.12886597938144329
WOOL 0.5 kg p. Shekel,1.2359708569655046,0.12371134020618557
WOOL 0.5 kg p. Shekel,1.2359708569655046,0.11855670103092783
WOOL 0.5 kg p. Shekel,1.5872532652565587,0.1134020618556701
WOOL 0.5 kg p. Shekel,1.5872532652565587,0.10824742268041238
WOOL 0.5 kg p. Shekel,1.5872532652565587,0.10309278350515463
